,Brewery_type,Brewery_name,State,Latitude,Longitude,Google_rating,Google_num_ratings,Yelp_rating,Yelp_num_ratings,Yelp_review_text,Overall_rating,Overall_num_ratings
190,Brewpub,Balsam Falls Brewing,NC,35.373729,-83.222015,4.6,376.0,4.5,27.0,"What a great brewery! Food was delicious, fresh and very tasty! There were 4 of us ,we sat at the bar, social distance from other customers. Service was so...",4.55,403.0
191,Brewpub,Balter Beerworks,TN,35.966445,-83.92399999999999,4.6,1798.0,4.5,394.0,"Probably my favorite brewery that I've visited in Knoxville so far. COVID precautions are in place with hand sanitizer readily available, limited seating,...",4.55,2192.0
193,Brewpub,Band Of Bohemia,IL,41.967695,-87.674903,4.6,440.0,4.0,574.0,Chicago has a ton of great offerings and making a choice can  be difficult...however if you are looking for great food with a thoughtfully curated beer...,4.3,1014.0
194,Brewpub,Bandon Brewing Company,OR,43.11934,-124.41129699999999,3.9,239.0,3.5,238.0,"Pizza and beer is so good! The place is hard to find with limited signage. Look for the Mini Cooper with Bandon Brewing wrap (also right under the ""welcome...",3.7,477.0
195,Brewpub,Bangor Beer Co,ME,44.827090000000005,-68.752185,4.5,114.0,4.0,29.0,"Tucked behind Oriental Jade, this brewery brought a Brite* spot to our Bangor visit amid COVID-related restrictions and concerns. [*Brite: da-da-dum...",4.25,143.0
196,Brewpub,Bangor Trust Brewing,PA,40.86595,-75.204915,4.6,116.0,4.0,14.0,"By NJ standards, not a typical brewery. They have only 4 beers on tap (one of them being the ginger beer) but guest cans, local wine, and a variety of Mules...",4.3,130.0
197,Brewpub,Bangor Trust Brewing,PA,40.86595,-75.204915,4.6,116.0,4.0,14.0,"By NJ standards, not a typical brewery. They have only 4 beers on tap (one of them being the ginger beer) but guest cans, local wine, and a variety of Mules...",4.3,130.0
198,Brewpub,Bangor Trust Brewing,PA,40.865714000000004,-75.20594,4.6,116.0,4.0,14.0,"By NJ standards, not a typical brewery. They have only 4 beers on tap (one of them being the ginger beer) but guest cans, local wine, and a variety of Mules...",4.3,130.0
199,Brewpub,Bangor Trust Brewing,PA,40.865714000000004,-75.20594,4.6,116.0,4.0,14.0,"By NJ standards, not a typical brewery. They have only 4 beers on tap (one of them being the ginger beer) but guest cans, local wine, and a variety of Mules...",4.3,130.0
200,Brewpub,Bankhead Brewing Company,TX,32.902711,-96.565547,4.6,1350.0,4.5,547.0,I pulled into this brewery after a failed attempt at a coffee shop that has limited hours for COVID. I was in a rush to get my laptop open to view the San...,4.55,1897.0
201,Brewpub,Bar 3 BBQ and Brewing,MT,45.775353,-111.17484499999999,4.3,266.0,4.0,76.0,The food was delicious and the server was awesome even though it was her first day!   Social distancing was well maintained and I felt safe eating there.,4.15,342.0
202,Brewpub,Bar D Brewhouse,TX,31.197322999999997,-98.718735,4.1,57.0,3.5,21.0,"We were in town to see Gorham Falls and came in for a pre hike lunch. They have tables spaced for distancing, no staff in masks. 

Our waiter was very...",3.8,78.0
205,Brewpub,Barhop Brewing,WA,48.120975,-123.43326100000002,5.0,8.0,3.5,111.0,We ordered the shiva curry pizza and the meat lover pizza. Both had lots of flavor and went well together. Service was quick and followed covid protocol. We...,4.25,119.0
209,Brewpub,Barley Brothers Brewery,AZ,34.471028999999994,-114.349027,4.3,482.0,3.5,365.0,Na,3.9,847.0
210,Brewpub,Barley Creek Brewing Co,PA,41.052325,-75.328754,4.3,1103.0,3.5,815.0,"I have a few different experiences to write about, so bear with me.
I have been to this location on four separate occasions over the last two years, despite...",3.9,1918.0
211,Brewpub,Barley Island Brewing Company,IN,40.045353999999996,-86.015499,4.3,146.0,3.5,73.0,"I'm what you'd call a Buffalo Chicken Wrap loyalist. It doesn't matter where, if I see the t on the menu, I'm probably ordering it. I really enjoyed this...",3.9,219.0
212,Brewpub,Barley Johns Brewpub,MN,45.036162,-93.198169,4.3,519.0,4.0,161.0,Favorite local spot! Barley John's has such a familial vibe between the scratch food and the friendly service. We've frequented over the years and have...,4.15,680.0
213,Brewpub,Barley's Brewing Company Ale House No 1,OH,39.971925,-83.002888,4.4,617.0,4.0,459.0,We have been ordering lots of takeout during the pandemic and man o man this has been my favorite so far.   Absolutely loved he sauerkraut balls.  Nachos...,4.2,1076.0
215,Brewpub,Barn Brewers,MI,42.168151,-85.849446,4.7,81.0,4.5,25.0,Best craft soda! Love their craft RootBeer!!!!!!!! Absolutely in love! Will drive 10 miles just to go for Bomba's food inside and have a delicious craft...,4.6,106.0
216,Brewpub,Barn Brewery,CA,32.755606,-117.13238999999999,4.5,219.0,4.0,203.0,Really dig the low key vibe here. The beers are amazing have been here several times and leave happy . Love red beer and it's hard for me to find but on...,4.25,422.0
218,Brewpub,Barrel Head Brewhouse,CA,37.775709,-122.446095,4.3,560.0,4.0,550.0,"What is a cocktail? It's a collection of components that produce a well-spring of palatial happiness and satiety. The classic cocktail is hand-made,...",4.15,1110.0
219,Brewpub,Barrel Mountain Brewing,WA,45.780782,-122.530992,4.6,567.0,4.5,447.0,My husband and I finished the Silver Star Mountain June and were starving! We found this restaurant on Yelp and we are SO GLAD that we did. They have...,4.55,1014.0
221,Brewpub,Barrier Island Brewing,GA,31.140752000000003,-81.380729,4.9,127.0,4.5,37.0,"COVID Restrictions in Place and handled well

The restaurant was recommended to us by a person in the hotel so we walked over and were so glad we did!  A...",4.7,164.0
222,Brewpub,Barrier Island Brewing,GA,31.140752000000003,-81.380729,4.9,127.0,4.5,37.0,"COVID Restrictions in Place and handled well

The restaurant was recommended to us by a person in the hotel so we walked over and were so glad we did!  A...",4.7,164.0
223,Brewpub,Barrier Island Brewing,GA,31.140693,-81.380834,4.9,127.0,4.5,37.0,"COVID Restrictions in Place and handled well

The restaurant was recommended to us by a person in the hotel so we walked over and were so glad we did!  A...",4.7,164.0
224,Brewpub,Barrier Island Brewing,GA,31.140693,-81.380834,4.9,127.0,4.5,37.0,"COVID Restrictions in Place and handled well

The restaurant was recommended to us by a person in the hotel so we walked over and were so glad we did!  A...",4.7,164.0
225,Brewpub,Barrington Brewery and Restaurant,MA,42.213432,-73.34371800000001,4.2,353.0,3.5,292.0,We were so happy to finally get here for an amazing afternoon . We had fantastic beer (Hop Brook IPA); delicious food; great service; and all done with...,3.85,645.0
226,Brewpub,Barrow Brewing Company,TX,30.942864,-97.53603199999999,4.7,284.0,4.5,83.0,Great place.  Awesome atmosphere and great seating outside.  Beer is wonderful.  Really like this place.  Would recommend to those traveling through also....,4.6,367.0
227,Brewpub,Barsideous Brewing,OR,44.53955,-122.907481,4.4,259.0,4.0,31.0,"They don't have much of a menu to eat, but boy their beer sure makes up for it.  I purchased an amazing Groupon for 4 of us to come and drink and be merry...",4.2,290.0
228,Brewpub,Bartlett Hall,CA,37.786623999999996,-122.408772,4.1,689.0,3.5,874.0,"Met with a friend and shared a few bites and a drink at the bar. 

Venue is nice and spacious, service was friendly and prompt. Here's what we...",3.8,1563.0
230,Brewpub,Bastion Brewing Company,WA,48.461797,-122.5706,4.4,263.0,4.0,143.0,"We had a great experience today at Bastion.  The safety measures for COVID-19 were very solid.  Spacing markers on the ground, lots of sanitizer around, and...",4.2,406.0
235,Brewpub,Batch Craft Beer and Kolaches,TX,30.287197999999997,-97.703135,4.7,878.0,4.5,249.0,A strong up and comer in the atx brewery game. Nice outside seating in back with 10 tables or so inside and live music sometimes. The kolaches are all...,4.6,1127.0
236,Brewpub,Bath Brewing Company,ME,43.914114,-69.814009,4.5,140.0,4.0,70.0,We stopped in for beer and some appetizers.  Beer was excellent and the wings were nice and crispy.  Our waitress Nikita was attentive and friendly.  And...,4.25,210.0
237,Brewpub,Batson River Brewing and Distilling,ME,43.359916999999996,-70.479683,4.7,156.0,4.0,68.0,"Even during Covid, Batson River continues to provide the highest quality customer service as well as the highest quality beer and spirits. All of their...",4.35,224.0
238,Brewpub,Battle Hill Brewing Company,NY,43.416716,-73.487404,4.8,140.0,4.5,58.0,"Our first dinner spot at Fort Ann!
We were looking for a nice, fairly priced dinner spot and we were not disappointed. This location has indoor dining, but...",4.65,198.0
239,Brewpub,Battle Street Brewery,NY,42.561541999999996,-77.699025,4.7,78.0,4.5,7.0,Great find by Jackie! Friendly staff and even friendlier patrons!!!! We really enjoyed (are enjoying) it here!!!!. We had a flight and a buffalo chicken...,4.6,85.0
240,Brewpub,Battlefield Brew Works,PA,39.845879,-77.21047,4.1,151.0,3.5,81.0,Quaint location with a nice rustic feel. Went on a Saturday and I was surprised that there only 2 people pouring beer. The line moved quite slowly. The beer...,3.8,232.0
241,Brewpub,Bavarian Bierhaus,WI,43.115807000000004,-87.92026,4.4,1215.0,3.5,156.0,"This is a kitschy slice of Bayern!  We have been meaning to stop by here for a while on our drive from Indy to Northern Wisconsin, and we finally did...",3.95,1371.0
244,Brewpub,Be Here Brewing Company,PA,39.825234,-75.78388299999999,4.7,108.0,5.0,13.0,"Great first experience! Have tried several ""new"" breweries and they usually fall short. Be Here is great!! It's the entire package . Great beer and very...",4.85,121.0
245,Brewpub,Beach Chalet Brewing Co,CA,37.769459000000005,-122.51007299999999,4.0,2052.0,3.0,2823.0,"Open with outdoor seating due to COVID-19, reasonable accommodations, and open bar. Great baked clams, steak and frites and oysters. Enjoyed the fish tacos,...",3.5,4875.0
247,Brewpub,Beachwood BBQ & Brewing,CA,33.769921000000004,-118.190926,4.4,592.0,4.0,1464.0,"Probably the most robust beer menu of any brewery I have been to. The selections range from whit beers to stouts to hard seltzers - all delicious. 

Love...",4.2,2056.0
250,Brewpub,Bear Chase Brewing Company,VA,39.111635,-77.845295,4.6,495.0,4.0,99.0,Amazing Brewery!  Absolutely enough space for social distancing and safe for the family.  Picnic tables and large Adirondack chairs to sit and enjoy the...,4.3,594.0
252,Brewpub,Bear King Brewing,TX,30.570431,-98.27503100000001,4.3,217.0,4.0,106.0,Food and beer was delicious and service was great. We loved the Embellished Nachos. Monkey Bridge and Pitfall are beers that are worth a try. Ordering and...,4.15,323.0
254,Brewpub,Bearded Owl Brewing,IL,40.685814,-89.59478299999999,4.7,121.0,4.0,13.0,"Loved the atmosphere, but service speed was substandard and the food was even worse. This was the low point of my Peoria trip.

Menu selection was a little...",4.35,134.0
255,Brewpub,Beards Brewery,MI,45.375198,-84.957871,4.2,532.0,4.0,262.0,"I was on a rod trip from Traverse to Mackinac and stumbled upon this brewery, and I'm very happy that I did. This was earlier this summer, so the pandemic...",4.1,794.0
257,Brewpub,Beat Culture Brewery,FL,25.780717000000003,-80.31314300000001,4.6,130.0,4.0,103.0,"Absolutely love the Fuacata beer, its a Mango and Passionfruit Tart Ale made in heaven. It doesn't have an after tast and is the perfect pairing for any...",4.3,233.0
259,Brewpub,Beaver Street Brewery,AZ,35.196568,-111.65111999999999,4.4,2093.0,4.0,1323.0,"Had a long wait but it's a Saturday night and social distancing is in effect.  The pizza was so good!  I was with my family, a party of 5 and we all had...",4.2,3416.0
262,Brewpub,Beech Mountain Brewing Company,NC,36.194652000000005,-81.878084,4.1,29.0,2.5,7.0,"Lines for seating at BMBC were absolutely insane. We were seated at a table too small for our party of 6, but we made it work.

Table service was horrible,...",3.3,36.0
263,Brewpub,Beer Church Brewing Company,MI,41.793283,-86.74349000000001,4.2,361.0,3.5,173.0,I'll admit -- I really wanted to hate this place based on the owner's responses to some of these reviews. Then I realized he was standing up for his staff...,3.85,534.0
264,Brewpub,Beer Creek Brewing Co,NM,35.491428000000006,-106.065495,4.6,348.0,4.5,65.0,This place off of outside of Santa Fe is an amazing place. Granted they only allowed for patio seating but it's a huge patio with plenty of potential when...,4.55,413.0
265,Brewpub,Beer Lab HI,HI,21.42322,-158.00574,4.8,29.0,4.5,37.0,"I was really impressed with their beers; mostly IPAs, though, not so much dark beers.

It is practically outdoor ""dining"" since it is just like a storage...",4.65,66.0
266,Brewpub,Beer Research Institute The,AZ,33.384539000000004,-111.80277,4.8,446.0,4.0,458.0,Na,4.4,904.0
268,Brewpub,Belching Beaver Brewery Tavern & Grill,CA,33.20213,-117.24101200000001,4.6,1721.0,4.0,792.0,"Are you you bored, trapped in your house and looking for somewhere safe to escape? Do you want to see someone's face besides your spouse? I hear...",4.3,2513.0
269,Brewpub,Bell's Eccentric Cafe,MI,42.294939,-85.578687,4.6,1324.0,4.0,792.0,"On a recent visit home, it dawned on me that I have never reviewed Bell's. WHAT? How is this even possible? Hometown favorite and you just can't go there...",4.3,2116.0
271,Brewpub,Bellevue Brewing Co,WA,47.626502,-122.16608000000001,4.3,492.0,3.5,384.0,"Anything better than a long bike on a beautiful day, take out, and a great brewery? No. Bellevue was perfect. Great spot, great space inside. They serve...",3.9,876.0
272,Brewpub,Belmont Brewing Co,CA,33.759409999999995,-118.14846999999999,4.5,631.0,3.5,1599.0,"Dining during the pandemic. 

Came on a Sunday afternoon. Not so crowed. Wait time wasn't too much of a hassle. Felt a sense of normalcy. Felt safe, great...",4.0,2230.0
273,Brewpub,Below the Radar Brewing Co,AL,34.732793,-86.585433,4.3,1200.0,3.5,320.0,Amazing beer brewed and crafted by a fantastic new brewer! Their unique menu pairs perfectly with great staff and a cool downtown atmosphere!,3.9,1520.0
274,Brewpub,Belt Line Brewery & Kitchen,NY,42.877958,-78.855478,4.6,84.0,4.0,51.0,"This place is great! Excellent beer selection, great food with very fast service and prepared well and delicious. I have tried quite a few things here and...",4.3,135.0
275,Brewpub,Ben's Brewing Co,SD,42.870011,-97.395022,4.8,124.0,5.0,5.0,"Had a amazing time. Ben's Brewery practiced social distancing, 6 people to a table. Staff wore masks and were knowledgeable and courteous.
Ordered 2 flights...",4.9,129.0
276,Brewpub,Bend Brewing Co,OR,44.06045,-121.31385,4.3,648.0,4.0,465.0,"Located in downtown Bend.  They are managing covid requirements well with an outside ""bar area"" in a blocked off paved parking lot (with  picnic tables well...",4.15,1113.0
